Generation,Fitness Avg,Fitness Best,Execution Time
1,2584.3727272727274,3139,1852444.543838501
2,1886.1792929292935,3076,1852444.543838501
3,1949.0526936026936,3080,1852444.543838501
4,2132.6590909090914,3112,1852444.543838501
5,2215.223063973064,3076,1852444.543838501
6,2292.0441077441074,3139,1852444.543838501
7,2379.04595959596,3139,1852444.543838501
8,2556.582828282829,3139,1852444.543838501
9,2588.9422558922556,3139,1852444.543838501
10,2665.305050505051,3139,1852444.543838501
11,2675.062457912457,3139,1852444.543838501
12,2518.7979797979797,3139,1852444.543838501
13,2586.7318181818187,3139,1852444.543838501
14,2592.8494949494952,3139,1852444.543838501
15,2624.740235690237,3121,1852444.543838501
16,2713.755218855219,3139,1852444.543838501
17,2712.5858585858587,3139,1852444.543838501
18,2721.7715488215485,3139,1852444.543838501
19,2732.3659932659934,3139,1852444.543838501
20,2741.5651515151517,3139,1852444.543838501
21,2637.525420875421,3139,1852444.543838501
22,2707.235185185185,3139,1852444.543838501
23,2608.644612794613,3139,1852444.543838501
24,2657.8255892255897,3139,1852444.543838501
25,2719.9624579124584,3139,1852444.543838501
26,2704.5008417508416,3139,1852444.543838501
27,2747.9095959595957,3139,1852444.543838501
28,2797.8649831649823,3139,1852444.543838501
29,2594.9959595959594,3139,1852444.543838501
30,2632.627441077441,3139,1852444.543838501
31,2670.151178451178,3139,1852444.543838501
32,2692.566498316498,3139,1852444.543838501
33,2700.22138047138,3139,1852444.543838501
34,2677.589393939393,3139,1852444.543838501
35,2652.673232323232,3139,1852444.543838501
36,2576.2228956228946,3139,1852444.543838501
37,2669.527104377104,3139,1852444.543838501
38,2672.2446127946123,3139,1852444.543838501
39,2762.6367003366995,3139,1852444.543838501
40,2747.6183501683495,3121,1852444.543838501
41,2693.8585858585866,3139,1852444.543838501
42,2716.2259259259263,3139,1852444.543838501
43,2763.9533670033684,3139,1852444.543838501
44,2691.1099326599324,3139,1852444.543838501
45,2683.612121212121,3139,1852444.543838501
46,2710.594612794613,3139,1852444.543838501
47,2617.9373737373744,3139,1852444.543838501
48,2719.8634680134687,3139,1852444.543838501
49,2697.564478114479,3139,1852444.543838501
50,2604.50723905724,3139,1852444.543838501
51,2682.4934343434343,3139,1852444.543838501
52,2695.9252525252523,3139,1852444.543838501
53,2630.8998316498314,3139,1852444.543838501
54,2593.507744107744,3121,1852444.543838501
55,2727.059595959596,3139,1852444.543838501
56,2613.8496632996635,3139,1852444.543838501
57,2626.190235690236,3139,1852444.543838501
58,2607.316498316498,3139,1852444.543838501
59,2625.480808080808,3139,1852444.543838501
60,2686.3905723905727,3139,1852444.543838501
61,2757.9468013468013,3139,1852444.543838501
62,2722.8220538720548,3139,1852444.543838501
63,2718.425084175085,3139,1852444.543838501
64,2634.545117845118,3121,1852444.543838501
65,2638.070538720539,3139,1852444.543838501
66,2661.7033670033675,3139,1852444.543838501
67,2718.820033670034,3139,1852444.543838501
68,2691.2291245791243,3139,1852444.543838501
69,2746.4648148148153,3139,1852444.543838501
70,2671.4151515151507,3139,1852444.543838501
71,2716.139898989899,3139,1852444.543838501
72,2665.7971380471377,3139,1852444.543838501
73,2618.7762626262625,3139,1852444.543838501
74,2698.419528619529,3139,1852444.543838501
75,2654.1865319865315,3139,1852444.543838501
76,2700.3006734006726,3139,1852444.543838501
77,2640.3377104377105,3139,1852444.543838501
78,2642.9998316498304,3139,1852444.543838501
79,2700.793434343435,3139,1852444.543838501
80,2691.3986531986525,3139,1852444.543838501
81,2723.179461279462,3120,1852444.543838501
82,2737.0373737373734,3139,1852444.543838501
83,2642.086195286196,3139,1852444.543838501
84,2594.382154882155,3139,1852444.543838501
85,2590.9515151515147,3139,1852444.543838501
86,2697.0503367003366,3139,1852444.543838501
87,2751.0683501683498,3139,1852444.543838501
88,2706.0373737373743,3139,1852444.543838501
89,2761.7601010101016,3139,1852444.543838501
90,2782.347306397306,3139,1852444.543838501
91,2696.7643097643095,3139,1852444.543838501
92,2668.6074074074077,3121,1852444.543838501
93,2638.542255892255,3121,1852444.543838501
94,2733.5031986531985,3139,1852444.543838501
95,2796.486195286195,3139,1852444.543838501
96,2748.4055555555556,3139,1852444.543838501
97,2659.519528619529,3139,1852444.543838501
98,2725.767676767678,3139,1852444.543838501
99,2721.9375420875417,3139,1852444.543838501
100,2672.2271043771043,3139,1852444.543838501
101,2782.8796296296296,3139,1852444.543838501
102,2725.841245791246,3139,1852444.543838501
103,2772.0353535353547,3139,1852444.543838501
104,2784.8080808080804,3139,1852444.543838501
105,2701.8085858585864,3139,1852444.543838501
106,2741.864141414141,3139,1852444.543838501
107,2697.8892255892256,3139,1852444.543838501
108,2536.2806397306385,3139,1852444.543838501
109,2562.1829966329974,3139,1852444.543838501
110,2527.3252525252524,3139,1852444.543838501
111,2657.663804713805,3139,1852444.543838501
112,2744.4387205387206,3139,1852444.543838501
113,2761.3518518518517,3139,1852444.543838501
114,2778.4732323232333,3139,1852444.543838501
115,2767.910942760943,3139,1852444.543838501
116,2728.3885521885527,3139,1852444.543838501
117,2826.804545454545,3139,1852444.543838501
118,2713.170875420875,3139,1852444.543838501
119,2739.7499999999995,3139,1852444.543838501
120,2671.4513468013474,3139,1852444.543838501
121,2699.821885521885,3139,1852444.543838501
122,2621.78367003367,3139,1852444.543838501
123,2664.6094276094273,3139,1852444.543838501
124,2764.995454545454,3139,1852444.543838501
125,2768.1863636363637,3121,1852444.543838501
126,2781.360606060606,3121,1852444.543838501
127,2792.677104377104,3121,1852444.543838501
128,2813.436363636364,3139,1852444.543838501
129,2755.786868686868,3139,1852444.543838501
130,2810.203198653199,3139,1852444.543838501
131,2785.8745791245783,3139,1852444.543838501
132,2806.647138047138,3139,1852444.543838501
133,2832.0136363636366,3139,1852444.543838501
134,2849.0897306397305,3139,1852444.543838501
135,2872.604040404041,3139,1852444.543838501
136,2777.3587542087544,3139,1852444.543838501
137,2778.942087542087,3139,1852444.543838501
138,2809.543939393939,3139,1852444.543838501
139,2677.6826599326605,3139,1852444.543838501
140,2598.212457912458,3139,1852444.543838501
141,2686.176936026936,3139,1852444.543838501
142,2768.153198653198,3139,1852444.543838501
143,2746.169528619528,3139,1852444.543838501
144,2641.7107744107743,3139,1852444.543838501
145,2630.9882154882157,3139,1852444.543838501
146,2762.698653198654,3139,1852444.543838501
147,2686.5276094276087,3139,1852444.543838501
148,2695.699158249158,3121,1852444.543838501
149,2711.9269360269354,3139,1852444.543838501
150,2664.323063973063,3139,1852444.543838501
151,2659.539225589225,3139,1852444.543838501
152,2761.8538720538713,3139,1852444.543838501
153,2708.1109427609435,3139,1852444.543838501
154,2665.9260942760943,3139,1852444.543838501
155,2688.611784511784,3139,1852444.543838501
156,2720.054545454546,3139,1852444.543838501
157,2836.8915824915834,3139,1852444.543838501
158,2703.5446127946134,3139,1852444.543838501
159,2682.946969696969,3139,1852444.543838501
160,2708.3949494949497,3139,1852444.543838501
161,2703.303535353535,3139,1852444.543838501
162,2708.224915824915,3129,1852444.543838501
163,2752.748653198653,3139,1852444.543838501
164,2720.4681818181816,3139,1852444.543838501
165,2753.6208754208756,3139,1852444.543838501
166,2636.7530303030303,3139,1852444.543838501
167,2632.199158249157,3139,1852444.543838501
168,2675.063299663299,3139,1852444.543838501
169,2679.3782828282824,3139,1852444.543838501
170,2751.298316498317,3139,1852444.543838501
171,2759.474579124579,3139,1852444.543838501
172,2758.1959595959597,3129,1852444.543838501
173,2800.836868686869,3139,1852444.543838501
174,2781.6621212121213,3129,1852444.543838501
175,2767.1176767676766,3129,1852444.543838501
176,2696.7774410774414,3129,1852444.543838501
177,2743.29191919192,3139,1852444.543838501
178,2802.3681818181826,3139,1852444.543838501
179,2681.9983164983155,3139,1852444.543838501
180,2501.4035353535346,3139,1852444.543838501
181,2625.6969696969704,3139,1852444.543838501
182,2708.3745791245797,3139,1852444.543838501
183,2744.210101010101,3139,1852444.543838501
184,2761.3380471380474,3139,1852444.543838501
185,2787.01936026936,3139,1852444.543838501
186,2732.8116161616167,3139,1852444.543838501
187,2734.9924242424236,3139,1852444.543838501
188,2714.462121212122,3139,1852444.543838501
189,2756.093602693603,3139,1852444.543838501
190,2757.5542087542085,3139,1852444.543838501
191,2825.586026936027,3139,1852444.543838501
192,2753.3075757575766,3139,1852444.543838501
193,2751.940067340068,3139,1852444.543838501
194,2781.1638047138053,3139,1852444.543838501
195,2841.7080808080805,3139,1852444.543838501
196,2794.017171717172,3139,1852444.543838501
197,2759.2649831649837,3139,1852444.543838501
198,2671.6737373737374,3139,1852444.543838501
199,2722.7333333333336,3139,1852444.543838501
200,2748.539057239057,3139,1852444.543838501
201,2758.8727272727265,3139,1852444.543838501
202,2661.510774410775,3139,1852444.543838501
203,2726.392929292929,3139,1852444.543838501
204,2648.0666666666657,3139,1852444.543838501
205,2535.0329966329964,3139,1852444.543838501
206,2628.642760942761,3139,1852444.543838501
207,2560.81835016835,3139,1852444.543838501
208,2624.448148148148,3139,1852444.543838501
209,2693.1156565656574,3139,1852444.543838501
210,2774.487542087542,3139,1852444.543838501
211,2743.1143097643094,3139,1852444.543838501
212,2770.016329966331,3139,1852444.543838501
213,2716.970202020202,3139,1852444.543838501
214,2652.1688552188552,3139,1852444.543838501
215,2664.801178451178,3139,1852444.543838501
216,2648.3158249158255,3139,1852444.543838501
217,2635.8910774410774,3139,1852444.543838501
218,2624.2080808080814,3139,1852444.543838501
219,2688.598148148148,3139,1852444.543838501
220,2632.474242424242,3139,1852444.543838501
221,2627.9952861952866,3139,1852444.543838501
222,2713.8824915824925,3139,1852444.543838501
223,2784.792760942761,3139,1852444.543838501
224,2737.6853535353534,3139,1852444.543838501
225,2822.988383838385,3139,1852444.543838501
226,2707.9491582491573,3139,1852444.543838501
227,2720.214141414141,3139,1852444.543838501
228,2733.260774410775,3120,1852444.543838501
229,2600.6632996632998,3120,1852444.543838501
230,2681.223905723905,3120,1852444.543838501
231,2717.5048821548817,3139,1852444.543838501
232,2704.75824915825,3139,1852444.543838501
233,2724.7516835016836,3139,1852444.543838501
234,2677.147306397306,3139,1852444.543838501
235,2751.0542087542085,3139,1852444.543838501
236,2718.387205387206,3139,1852444.543838501
237,2692.0526936026936,3139,1852444.543838501
238,2687.5173400673402,3139,1852444.543838501
239,2747.760437710438,3139,1852444.543838501
240,2754.128451178452,3139,1852444.543838501
241,2730.3617845117856,3139,1852444.543838501
