Generation,Fitness Avg,Fitness Best,Execution Time
1,3277.8692929292924,3775,8618662.433624268
2,2089.9319191919185,3807,8618662.433624268
3,2536.7666666666655,3809,8618662.433624268
4,2779.6835353535353,3809,8618662.433624268
5,2886.92505050505,3814,8618662.433624268
6,3061.060808080808,3814,8618662.433624268
7,3062.3234343434337,3807,8618662.433624268
8,3046.398484848485,3820,8618662.433624268
9,3256.745858585859,3820,8618662.433624268
10,2970.6102020202025,3820,8618662.433624268
11,3307.5944444444453,3820,8618662.433624268
12,3224.4137373737376,3809,8618662.433624268
13,3275.8818181818187,3820,8618662.433624268
14,3398.8196969696974,3820,8618662.433624268
15,3332.001919191919,3820,8618662.433624268
16,3237.4504040404045,3820,8618662.433624268
17,3393.1353535353537,3820,8618662.433624268
18,3424.6286868686866,3820,8618662.433624268
19,3321.6112121212127,3820,8618662.433624268
20,3221.711313131312,3820,8618662.433624268
21,3328.9838383838373,3820,8618662.433624268
22,3143.4229292929285,3820,8618662.433624268
23,3348.8361616161615,3820,8618662.433624268
24,3312.8287878787874,3820,8618662.433624268
25,3250.273636363636,3820,8618662.433624268
26,3303.069393939395,3820,8618662.433624268
27,3365.075151515151,3809,8618662.433624268
28,3443.4993939393944,3820,8618662.433624268
29,3332.901111111111,3820,8618662.433624268
30,3439.9248484848486,3820,8618662.433624268
31,3458.4159595959595,3820,8618662.433624268
32,3374.5897979797983,3820,8618662.433624268
33,3365.6370707070696,3820,8618662.433624268
34,3347.4420202020196,3820,8618662.433624268
35,3446.2352525252513,3820,8618662.433624268
36,3293.327676767676,3820,8618662.433624268
37,3425.5470707070704,3820,8618662.433624268
38,3281.372121212121,3813,8618662.433624268
39,3325.7715151515154,3813,8618662.433624268
40,3385.0017171717177,3813,8618662.433624268
41,3291.597777777779,3813,8618662.433624268
42,3278.098080808081,3813,8618662.433624268
43,3178.642727272728,3813,8618662.433624268
44,3286.5957575757566,3813,8618662.433624268
45,3272.056262626262,3813,8618662.433624268
46,3370.3493939393925,3813,8618662.433624268
47,3295.0265656565653,3813,8618662.433624268
48,3402.431010101011,3813,8618662.433624268
49,3317.4457575757588,3813,8618662.433624268
50,3196.9263636363635,3813,8618662.433624268
51,3357.532525252525,3820,8618662.433624268
52,3341.105656565655,3820,8618662.433624268
53,3305.5794949494943,3820,8618662.433624268
54,3279.713737373736,3813,8618662.433624268
55,3416.3229292929295,3820,8618662.433624268
56,3332.631111111111,3820,8618662.433624268
57,3327.7242424242427,3820,8618662.433624268
58,3268.1164646464654,3820,8618662.433624268
59,3487.695757575757,3820,8618662.433624268
60,3308.12191919192,3820,8618662.433624268
61,3371.701616161617,3820,8618662.433624268
62,3259.2466666666664,3813,8618662.433624268
63,3218.393535353533,3826,8618662.433624268
64,3217.5305050505062,3826,8618662.433624268
65,3443.55909090909,3820,8618662.433624268
66,3430.182525252524,3826,8618662.433624268
67,3385.8675757575766,3826,8618662.433624268
68,3233.125353535352,3826,8618662.433624268
69,3367.6257575757577,3826,8618662.433624268
70,3366.5694949494946,3826,8618662.433624268
71,3257.9209090909094,3826,8618662.433624268
72,3313.7879797979804,3826,8618662.433624268
73,3354.5630303030307,3826,8618662.433624268
74,3280.8882828282826,3826,8618662.433624268
75,3215.162929292929,3826,8618662.433624268
76,3204.339494949494,3826,8618662.433624268
77,3316.9045454545453,3826,8618662.433624268
78,3363.79414141414,3826,8618662.433624268
79,3370.8561616161624,3826,8618662.433624268
80,3347.400505050505,3826,8618662.433624268
81,3483.825555555555,3826,8618662.433624268
82,3319.413131313132,3826,8618662.433624268
83,3323.0623232323223,3826,8618662.433624268
84,3324.668282828282,3826,8618662.433624268
85,3306.8939393939395,3826,8618662.433624268
86,3325.689696969697,3826,8618662.433624268
87,3334.898585858586,3826,8618662.433624268
88,3308.6059595959596,3826,8618662.433624268
89,3421.4671717171723,3826,8618662.433624268
90,3388.7462626262623,3826,8618662.433624268
91,3257.869898989899,3826,8618662.433624268
92,3287.4960606060604,3826,8618662.433624268
93,3331.9888888888895,3826,8618662.433624268
94,3225.2931313131317,3826,8618662.433624268
95,3242.738181818182,3826,8618662.433624268
96,3367.874646464648,3826,8618662.433624268
97,3429.2622222222217,3826,8618662.433624268
98,3405.7909090909084,3826,8618662.433624268
99,3415.077878787879,3826,8618662.433624268
100,3396.9650505050504,3826,8618662.433624268
101,3220.9853535353523,3826,8618662.433624268
102,3294.9238383838388,3826,8618662.433624268
103,3404.297979797981,3826,8618662.433624268
104,3463.140101010101,3826,8618662.433624268
105,3187.7764646464634,3826,8618662.433624268
106,3401.1338383838383,3826,8618662.433624268
107,3441.3242424242426,3826,8618662.433624268
108,3385.000202020203,3826,8618662.433624268
109,3360.131919191919,3826,8618662.433624268
110,3203.485454545454,3826,8618662.433624268
111,3344.752424242425,3826,8618662.433624268
112,3362.739595959596,3826,8618662.433624268
113,3402.88606060606,3826,8618662.433624268
114,3327.3121212121214,3826,8618662.433624268
115,3408.9863636363634,3826,8618662.433624268
116,3413.2461616161618,3826,8618662.433624268
117,3370.510404040404,3826,8618662.433624268
118,3351.576363636365,3826,8618662.433624268
119,3274.3179797979797,3826,8618662.433624268
120,3256.8426262626253,3826,8618662.433624268
121,3316.515050505051,3826,8618662.433624268
122,3183.95505050505,3826,8618662.433624268
123,3220.6652525252525,3826,8618662.433624268
124,3374.475151515151,3830,8618662.433624268
125,3360.2176767676765,3826,8618662.433624268
126,3207.788080808081,3826,8618662.433624268
127,3380.1636363636367,3826,8618662.433624268
128,3277.0539393939407,3826,8618662.433624268
129,3399.628585858585,3826,8618662.433624268
130,3348.0998989898985,3826,8618662.433624268
131,3237.8101010101004,3826,8618662.433624268
132,3472.601212121211,3826,8618662.433624268
133,3345.193030303031,3826,8618662.433624268
134,3277.0072727272714,3826,8618662.433624268
135,3352.931616161617,3826,8618662.433624268
136,3327.8734343434353,3826,8618662.433624268
137,3381.4127272727264,3826,8618662.433624268
138,3418.2228282828287,3826,8618662.433624268
139,3290.310303030304,3826,8618662.433624268
140,3286.0560606060603,3826,8618662.433624268
141,3294.3216161616165,3826,8618662.433624268
142,3250.340909090909,3826,8618662.433624268
