Generation,Fitness Avg,Fitness Best,Execution Time
1,3276.6375757575747,3775,408913.369178772
2,2222.450505050505,3775,408913.369178772
3,2468.671919191919,3775,408913.369178772
4,2695.603636363636,3774,408913.369178772
5,2797.602424242425,3761,408913.369178772
6,2792.13898989899,3761,408913.369178772
7,2822.474343434343,3775,408913.369178772
8,2976.6723232323243,3775,408913.369178772
9,2987.6961616161616,3775,408913.369178772
10,3030.882424242424,3773,408913.369178772
11,3014.2383838383826,3794,408913.369178772
12,2930.562020202021,3794,408913.369178772
13,2948.361616161616,3794,408913.369178772
14,3034.8917171717167,3794,408913.369178772
15,3063.209292929292,3794,408913.369178772
16,3028.7167676767685,3786,408913.369178772
17,2988.8993939393936,3786,408913.369178772
18,3084.72808080808,3786,408913.369178772
19,3012.4747474747473,3786,408913.369178772
20,2992.2965656565657,3786,408913.369178772
21,3098.221010101012,3794,408913.369178772
22,2994.1729292929285,3808,408913.369178772
23,3124.252121212122,3808,408913.369178772
24,3123.4311111111115,3794,408913.369178772
25,3136.8246464646472,3794,408913.369178772
26,3067.8529292929297,3794,408913.369178772
27,3052.8630303030295,3796,408913.369178772
28,3085.3301010101004,3796,408913.369178772
29,3141.5074747474746,3796,408913.369178772
30,3037.6638383838376,3796,408913.369178772
31,3143.247272727272,3796,408913.369178772
32,3031.631111111111,3796,408913.369178772
33,3007.4193939393936,3796,408913.369178772
34,2919.4117171717153,3796,408913.369178772
35,3103.374141414142,3796,408913.369178772
36,3181.0424242424224,3796,408913.369178772
37,3130.973333333334,3786,408913.369178772
38,3145.154343434343,3796,408913.369178772
39,3286.2925252525265,3796,408913.369178772
40,3225.7357575757574,3796,408913.369178772
41,3121.8197979797983,3792,408913.369178772
42,3113.2840404040408,3796,408913.369178772
43,3143.816565656565,3796,408913.369178772
44,3143.4387878787866,3796,408913.369178772
45,3123.2852525252524,3796,408913.369178772
46,3245.22303030303,3796,408913.369178772
47,3064.0650505050507,3799,408913.369178772
48,3039.013737373738,3796,408913.369178772
49,3026.9317171717166,3796,408913.369178772
50,3055.315959595959,3792,408913.369178772
51,3005.6323232323243,3792,408913.369178772
52,3108.78909090909,3814,408913.369178772
53,3105.478787878788,3792,408913.369178772
54,3115.557171717172,3808,408913.369178772
55,3194.8157575757587,3808,408913.369178772
56,3166.2981818181834,3808,408913.369178772
57,3086.829494949496,3796,408913.369178772
58,3194.28404040404,3808,408913.369178772
59,3207.383434343435,3808,408913.369178772
60,3086.511111111112,3808,408913.369178772
61,3055.016565656565,3808,408913.369178772
62,3177.3874747474756,3796,408913.369178772
63,3170.551515151516,3796,408913.369178772
64,3160.4844444444448,3796,408913.369178772
65,3062.692929292929,3796,408913.369178772
66,3152.9971717171707,3796,408913.369178772
67,3177.3737373737385,3808,408913.369178772
68,3205.374545454545,3808,408913.369178772
69,3084.574141414141,3808,408913.369178772
70,3108.4755555555544,3808,408913.369178772
71,3169.764444444445,3808,408913.369178772
72,3027.5014141414135,3808,408913.369178772
73,3110.8977777777777,3808,408913.369178772
74,3224.955959595961,3808,408913.369178772
75,3159.4210101010094,3808,408913.369178772
76,3095.5204040404037,3808,408913.369178772
77,3111.436767676769,3808,408913.369178772
78,3119.4812121212112,3808,408913.369178772
79,3096.8682828282826,3808,408913.369178772
80,3125.792727272727,3808,408913.369178772
81,3050.512323232323,3808,408913.369178772
82,3109.6953535353546,3792,408913.369178772
83,3117.353535353534,3808,408913.369178772
84,3223.759191919191,3808,408913.369178772
85,3121.1030303030298,3805,408913.369178772
86,3089.208484848484,3808,408913.369178772
87,3259.484040404041,3808,408913.369178772
88,3346.595959595961,3808,408913.369178772
89,3308.3656565656565,3808,408913.369178772
90,3219.5995959595957,3808,408913.369178772
91,3173.0262626262634,3808,408913.369178772
92,3248.5547474747477,3808,408913.369178772
93,3090.0690909090913,3805,408913.369178772
94,3066.6569696969705,3810,408913.369178772
95,3104.5329292929287,3810,408913.369178772
96,3014.035555555555,3810,408913.369178772
97,3172.2682828282827,3810,408913.369178772
98,3217.5632323232326,3808,408913.369178772
99,3223.448888888889,3805,408913.369178772
100,3177.7991919191913,3805,408913.369178772
101,3245.9389898989903,3808,408913.369178772
102,3229.1115151515137,3808,408913.369178772
103,3295.8634343434337,3808,408913.369178772
104,3285.3171717171726,3808,408913.369178772
105,3227.874747474748,3808,408913.369178772
106,3162.6610101010083,3808,408913.369178772
107,3146.83393939394,3808,408913.369178772
108,3287.7438383838385,3808,408913.369178772
109,3246.8626262626253,3808,408913.369178772
110,3180.420606060606,3805,408913.369178772
111,3056.4658585858597,3805,408913.369178772
112,3225.8274747474748,3808,408913.369178772
113,3145.7131313131317,3808,408913.369178772
114,3130.4735353535348,3808,408913.369178772
115,3217.0686868686876,3808,408913.369178772
116,3208.9123232323223,3808,408913.369178772
117,3091.275555555556,3808,408913.369178772
118,3074.9139393939404,3808,408913.369178772
119,3076.4193939393936,3805,408913.369178772
120,3285.5498989898983,3805,408913.369178772
121,3242.8432323232328,3808,408913.369178772
122,3135.110303030303,3808,408913.369178772
123,3000.480000000001,3808,408913.369178772
124,3076.655353535354,3808,408913.369178772
125,3217.7426262626273,3808,408913.369178772
126,3107.058181818181,3791,408913.369178772
127,3157.648080808081,3808,408913.369178772
128,3015.8315151515153,3808,408913.369178772
129,3096.473535353536,3808,408913.369178772
130,3144.6048484848484,3808,408913.369178772
131,3131.9527272727278,3808,408913.369178772
132,3093.12202020202,3791,408913.369178772
133,3064.6634343434353,3808,408913.369178772
134,3096.4395959595954,3808,408913.369178772
135,3007.872323232324,3808,408913.369178772
136,2873.5927272727267,3808,408913.369178772
137,2963.1276767676777,3791,408913.369178772
138,2975.4925252525254,3791,408913.369178772
139,2986.9317171717175,3792,408913.369178772
140,3061.89898989899,3800,408913.369178772
141,3049.894141414141,3792,408913.369178772
142,3091.524848484849,3791,408913.369178772
143,3178.2024242424227,3800,408913.369178772
144,3176.5022222222224,3800,408913.369178772
145,3012.415353535354,3800,408913.369178772
146,3171.590303030304,3792,408913.369178772
147,3275.87878787879,3800,408913.369178772
148,3268.8088888888883,3800,408913.369178772
149,3256.5046464646466,3800,408913.369178772
150,3229.9632323232327,3800,408913.369178772
151,3167.001616161616,3800,408913.369178772
152,3146.408888888888,3792,408913.369178772
153,3166.746666666666,3800,408913.369178772
